index,valorFusivel,tipoCurto,I_A_Isolador,Tempo_A_Isolador,Tempo_Abertura_A_Isolador,I_B_Isolador,Tempo_B_Isolador,Tempo_Abertura_B_Isolador,I_C_Isolador,Tempo_C_Isolador,Tempo_Abertura_C_Isolador,I_A1_Isolador,Tempo_A1_Isolador,Tempo_Abertura_A1_Isolador,I_B1_Isolador,Tempo_B1_Isolador,Tempo_Abertura_B1_Isolador,I_A_Consumidor,Tempo_A_Consumidor,Tempo_Abertura_A_Consumidor,I_B_Consumidor,Tempo_B_Consumidor,Tempo_Abertura_B_Consumidor
1,1,1,7.7253,8.6631,9.739,7.7203,Inf,Inf,7.7261,8.6606,9.739,7.727,8.6578,9.735,7.727,8.6579,9.732,7.727,8.6578,9.735,7.727,8.6579,9.732
2,1,2,7.7253,8.6631,9.739,7.7203,Inf,Inf,7.7261,8.6606,9.739,7.727,8.6578,9.735,7.727,8.6579,9.732,7.727,8.6578,9.735,7.727,8.6579,9.732
3,1,3,6.78094,Inf,Inf,4.22581,Inf,Inf,7.25187,Inf,Inf,7.72708,8.65769,9.735,5.00953,31.2045,32.281,7.72708,8.65769,9.735,5.00953,31.2045,32.281
4,1,4,5.9698,Inf,Inf,0,Inf,Inf,7.4419,Inf,Inf,7.7271,8.6576,9.735,2.6822,Inf,Inf,7.7271,8.6576,9.735,2.6822,Inf,Inf
5,1,5,4.23788,Inf,Inf,7.23826,10.3707,11.445,6.78082,12.4706,13.55,5.00751,Inf,Inf,5.62479,Inf,Inf,5.00751,Inf,Inf,5.62479,Inf,Inf
6,1,6,0,Inf,Inf,7.41936,9.68188,10.756,5.94085,Inf,Inf,0,Inf,Inf,5.16928,Inf,Inf,0,Inf,Inf,5.16928,Inf,Inf
7,1,7,7.2522,Inf,Inf,6.77942,Inf,Inf,4.23625,Inf,Inf,5.63163,21.6008,22.678,7.72698,8.65798,9.732,5.63163,21.6008,22.678,7.72698,8.65798,9.732
8,1,8,7.4401,Inf,Inf,5.9661,Inf,Inf,0,Inf,Inf,5.1889,Inf,Inf,7.727,8.658,9.733,5.1889,Inf,Inf,7.727,8.658,9.733
9,1,9,0,Inf,Inf,4.47257,Inf,Inf,6.31016,15.3575,16.437,4.74899,Inf,Inf,0,Inf,Inf,4.74899,Inf,Inf,0,Inf,Inf
10,1,10,6.31128,15.3495,16.426,2.03776,Inf,Inf,4.47442,Inf,Inf,6.21052,Inf,Inf,4.75794,Inf,Inf,6.21052,Inf,Inf,4.75794,Inf,Inf
11,1,11,4.46814,Inf,Inf,6.30606,15.3868,16.461,0,Inf,Inf,0,Inf,Inf,6.19589,Inf,Inf,0,Inf,Inf,6.19589,Inf,Inf
12,1,12,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf
13,2,1,9.5322,4.96486,6.04,9.52507,4.97442,6.049,9.53293,4.96387,6.042,9.53399,4.96246,6.04,9.53415,4.96224,6.037,9.53399,4.96246,6.04,9.53415,4.96224,6.037
14,2,2,9.5322,4.96486,6.04,9.52507,4.97442,6.049,9.53293,4.96387,6.042,9.53399,4.96246,6.04,9.53415,4.96224,6.037,9.53399,4.96246,6.04,9.53415,4.96224,6.037
15,2,3,8.30714,Inf,Inf,4.71478,Inf,Inf,8.86081,Inf,Inf,9.53406,4.96236,6.04,5.89507,18.7992,19.875,9.53406,4.96236,6.04,5.89507,18.7992,19.875
16,2,4,7.50763,Inf,Inf,0,Inf,Inf,9.02762,Inf,Inf,9.5341,4.96231,6.04,3.5205,Inf,Inf,9.5341,4.96231,6.04,3.5205,Inf,Inf
17,2,5,4.72848,Inf,Inf,8.84256,6.03417,7.109,8.26585,7.215,8.291,5.88811,Inf,Inf,6.64978,Inf,Inf,5.88811,Inf,Inf,6.64978,Inf,Inf
18,2,6,0,Inf,Inf,8.99866,5.76398,6.838,7.48008,Inf,Inf,3.50852,Inf,Inf,6.10159,Inf,Inf,3.50852,Inf,Inf,6.10159,Inf,Inf
19,2,7,8.86159,Inf,Inf,8.30564,Inf,Inf,4.71937,Inf,Inf,6.65324,13.1685,14.245,9.53408,4.96233,6.037,6.65324,13.1685,14.245,9.53408,4.96233,6.037
20,2,8,9.02719,Inf,Inf,7.50796,Inf,Inf,0,Inf,Inf,6.12029,Inf,Inf,9.53404,4.96239,6.037,6.12029,Inf,Inf,9.53404,4.96239,6.037
21,2,9,2.53557,Inf,Inf,5.08599,Inf,Inf,7.46539,9.51759,10.596,5.72785,Inf,Inf,0,Inf,Inf,5.72785,Inf,Inf,0,Inf,Inf
22,2,10,7.46474,9.51988,10.595,2.54086,Inf,Inf,5.08771,Inf,Inf,7.22996,Inf,Inf,5.72936,Inf,Inf,7.22996,Inf,Inf,5.72936,Inf,Inf
23,2,11,5.07183,Inf,Inf,7.45819,9.54304,10.618,0,Inf,Inf,0,Inf,Inf,7.22466,Inf,Inf,0,Inf,Inf,7.22466,Inf,Inf
24,2,12,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf
25,3,1,10.1236,4.25797,5.333,10.1253,4.25615,5.33,10.1132,4.26906,5.347,10.1193,4.26264,5.339,10.1257,4.25583,5.33,10.1193,4.26264,5.339,10.1257,4.25583,5.33
26,3,2,10.1236,4.25797,5.333,10.1253,4.25615,5.33,10.1132,4.26906,5.347,10.1193,4.26264,5.339,10.1257,4.25583,5.33,10.1193,4.26264,5.339,10.1257,4.25583,5.33
27,3,3,8.80787,Inf,Inf,4.85277,Inf,Inf,9.38143,Inf,Inf,10.1193,4.26255,5.339,6.17853,16.3411,17.417,10.1193,4.26255,5.339,6.17853,16.3411,17.417
28,3,4,8.01369,Inf,Inf,0,Inf,Inf,9.54454,Inf,Inf,10.1194,4.2625,5.339,3.80044,Inf,Inf,10.1194,4.2625,5.339,3.80044,Inf,Inf
29,3,5,4.86693,Inf,Inf,9.36343,5.19878,6.273,8.76827,6.16941,7.244,6.17149,Inf,Inf,6.97111,Inf,Inf,6.17149,Inf,Inf,6.97111,Inf,Inf
30,3,6,0,Inf,Inf,9.51344,4.99007,6.065,7.98414,Inf,Inf,3.79175,Inf,Inf,6.40244,Inf,Inf,3.79175,Inf,Inf,6.40244,Inf,Inf
31,3,7,9.37965,Inf,Inf,8.80637,Inf,Inf,4.85746,Inf,Inf,6.97512,11.5083,12.585,10.1256,4.25592,5.33,6.97512,11.5083,12.585,10.1256,4.25592,5.33
32,3,8,9.54414,Inf,Inf,8.01404,Inf,Inf,0,Inf,Inf,6.43038,Inf,Inf,10.1255,4.25597,5.33,6.43038,Inf,Inf,10.1255,4.25597,5.33
33,3,9,2.70252,Inf,Inf,5.27094,Inf,Inf,7.82246,8.37274,9.451,6.03051,Inf,Inf,0,Inf,Inf,6.03051,Inf,Inf,0,Inf,Inf
34,3,10,7.82183,8.37457,9.45,2.70173,Inf,Inf,5.27277,Inf,Inf,7.54384,Inf,Inf,6.03388,Inf,Inf,7.54384,Inf,Inf,6.03388,Inf,Inf
35,3,11,5.25626,Inf,Inf,7.81471,8.39536,9.47,2.69637,Inf,Inf,0,Inf,Inf,7.53814,Inf,Inf,0,Inf,Inf,7.53814,Inf,Inf
36,3,12,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf
37,4,1,16.1033,3.64342,4.719,16.0854,3.65217,4.727,16.103,3.6436,4.722,16.104,3.6431,4.721,16.1055,3.64238,4.717,16.104,3.6431,4.721,16.1055,3.64238,4.717
38,4,2,16.1033,3.64342,4.719,16.0854,3.65217,4.727,16.103,3.6436,4.722,16.104,3.6431,4.721,16.1055,3.64238,4.717,16.104,3.6431,4.721,16.1055,3.64238,4.717
39,4,3,14.2014,Inf,Inf,8.61919,Inf,Inf,14.9938,Inf,Inf,16.1042,3.643,4.72,10.453,9.71608,10.793,16.1042,3.643,4.72,10.453,9.71608,10.793
40,4,4,12.5671,Inf,Inf,0,Inf,Inf,15.3903,Inf,Inf,16.1043,3.64293,4.72,5.81269,50.6766,51.756,16.1043,3.64293,4.72,5.81269,50.6766,51.756
41,4,5,8.6433,Inf,Inf,14.9608,4.27238,5.347,14.1938,4.795,5.874,10.4478,Inf,Inf,11.4951,Inf,Inf,10.4478,Inf,Inf,11.4951,Inf,Inf
42,4,6,0,Inf,Inf,15.3365,4.04805,5.123,12.5042,Inf,Inf,5.80774,50.8194,51.912,10.5742,Inf,Inf,5.80774,50.8194,51.912,10.5742,Inf,Inf
43,4,7,14.9961,Inf,Inf,14.1954,Inf,Inf,8.63913,Inf,Inf,11.5105,7.71828,8.796,16.1053,3.64249,4.717,11.5105,7.71828,8.796,16.1053,3.64249,4.717
44,4,8,15.3839,Inf,Inf,12.5685,Inf,Inf,0,Inf,Inf,10.6121,Inf,Inf,16.1051,3.64255,4.717,10.6121,Inf,Inf,16.1051,3.64255,4.717
45,4,9,0,Inf,Inf,9.07316,Inf,Inf,13.0318,5.80141,6.881,9.91107,Inf,Inf,0,Inf,Inf,9.91107,Inf,Inf,0,Inf,Inf
46,4,10,13.0357,5.79753,6.874,4.39657,Inf,Inf,9.07738,Inf,Inf,12.7286,Inf,Inf,9.93208,Inf,Inf,12.7286,Inf,Inf,9.93208,Inf,Inf
47,4,11,9.06447,Inf,Inf,13.0221,5.81119,6.886,0,Inf,Inf,0,Inf,Inf,12.695,Inf,Inf,0,Inf,Inf,12.695,Inf,Inf
48,4,12,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf
49,5,1,20.8416,2.11384,3.188,20.8612,2.1097,3.183,20.7693,Inf,Inf,20.8565,2.1107,3.187,20.8534,2.11137,3.185,20.8565,2.1107,3.187,20.8534,2.11137,3.185
50,5,2,20.8416,2.11384,3.188,20.8612,2.1097,3.183,20.7693,Inf,Inf,20.8565,2.1107,3.187,20.8534,2.11137,3.185,20.8565,2.1107,3.187,20.8534,2.11137,3.185
51,5,3,18.5622,Inf,Inf,11.9481,Inf,Inf,19.4567,Inf,Inf,20.8569,2.11062,3.187,14.0991,4.86639,5.941,20.8569,2.11062,3.187,14.0991,4.86639,5.941
52,5,4,16.1589,Inf,Inf,0,Inf,Inf,20.0932,Inf,Inf,20.8571,2.11058,3.187,7.47028,23.4748,24.552,20.8571,2.11058,3.187,7.47028,23.4748,24.552
53,5,5,11.9691,Inf,Inf,19.4722,2.43628,3.51,18.5003,2.71282,3.786,14.0986,Inf,Inf,15.2876,Inf,Inf,14.0986,Inf,Inf,15.2876,Inf,Inf
54,5,6,0,Inf,Inf,20.0688,2.28723,3.361,16.1183,Inf,Inf,7.45224,23.6374,24.719,14.0606,Inf,Inf,7.45224,23.6374,24.719,14.0606,Inf,Inf
55,5,7,19.4804,Inf,Inf,18.571,Inf,Inf,11.9679,Inf,Inf,15.2877,4.07614,5.153,20.853,2.11144,3.185,15.2877,4.07614,5.153,20.853,2.11144,3.185
56,5,8,20.1051,Inf,Inf,16.1567,Inf,Inf,0,Inf,Inf,14.1012,Inf,Inf,20.8528,2.11149,3.185,14.1012,Inf,Inf,20.8528,2.11149,3.185
57,5,9,5.86279,49.2632,50.344,12.2947,Inf,Inf,17.2407,3.14912,4.224,13.1301,Inf,Inf,0,Inf,Inf,13.1301,Inf,Inf,0,Inf,Inf
58,5,10,17.3291,3.11509,4.191,5.88609,48.6259,49.701,12.3554,Inf,Inf,17.0387,Inf,Inf,13.1324,Inf,Inf,17.0387,Inf,Inf,13.1324,Inf,Inf
59,5,11,12.3481,Inf,Inf,17.3261,3.11623,4.19,5.85959,49.3518,50.427,0,Inf,Inf,17.0404,Inf,Inf,0,Inf,Inf,17.0404,Inf,Inf
60,5,12,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf
61,6,1,21.7566,1.93304,3.008,21.776,1.92946,3.003,21.6797,1.94733,3.021,21.7718,1.93024,3.007,21.7687,1.93081,3.004,21.7718,1.93024,3.007,21.7687,1.93081,3.004
62,6,2,21.7566,1.93304,3.008,21.776,1.92946,3.003,21.6797,1.94733,3.021,21.7718,1.93024,3.007,21.7687,1.93081,3.004,21.7718,1.93024,3.007,21.7687,1.93081,3.004
63,6,3,19.3575,Inf,Inf,12.2374,Inf,Inf,20.2581,2.24282,3.319,21.7722,1.93017,3.007,14.5932,Inf,Inf,21.7722,1.93017,3.007,14.5932,Inf,Inf
64,6,4,16.938,Inf,Inf,0,Inf,Inf,20.8949,Inf,Inf,21.7725,1.93012,3.007,7.88584,20.1614,21.239,21.7725,1.93012,3.007,7.88584,20.1614,21.239
65,6,5,12.2593,Inf,Inf,20.2719,2.23962,3.313,19.2926,2.48405,3.558,14.5927,Inf,Inf,15.7984,Inf,Inf,14.5927,Inf,Inf,15.7984,Inf,Inf
66,6,6,0,Inf,Inf,20.8677,2.10835,3.182,16.8949,Inf,Inf,7.86684,20.2967,21.378,14.5277,Inf,Inf,7.86684,20.2967,21.378,14.5277,Inf,Inf
67,6,7,20.2822,2.23726,3.312,19.3667,Inf,Inf,12.2579,Inf,Inf,15.7905,Inf,Inf,21.7683,1.93088,3.004,15.7905,Inf,Inf,21.7683,1.93088,3.004
68,6,8,20.9067,Inf,Inf,16.9357,Inf,Inf,0,Inf,Inf,14.5703,Inf,Inf,21.7681,1.93093,3.004,14.5703,Inf,Inf,21.7681,1.93093,3.004
69,6,9,6.12575,42.7306,43.811,12.621,Inf,Inf,17.8631,2.92105,3.996,13.6564,Inf,Inf,0,Inf,Inf,13.6564,Inf,Inf,0,Inf,Inf
