n,distancia,Raf,IA_T2F,IB_T2F,IC_T2F,IA_TRIF,IB_TRIF,IC_TRIF
1,10,10,55.86869,7.563373,62.84276,268.4598,0.2656945,0.2344199
2,10,20,54.28194,7.582208,61.31733,194.1118,0.2643703,0.236674
3,10,30,52.7682,7.599783,59.86051,150.8692,0.264086,0.2378915
4,10,40,51.32337,7.616201,58.46857,123.0369,0.2640821,0.2386302
5,10,50,49.94353,7.631555,57.13794,103.7427,0.2641588,0.2391195
6,10,60,48.625,7.64593,55.8653,89.6209,0.264255,0.239465
7,10,70,47.3643,7.6594,54.6473,78.8538,0.264351,0.239721
8,10,80,46.1582,7.67204,53.4811,70.3804,0.26444,0.239918
9,10,90,45.0036,7.68392,52.3638,63.542,0.264521,0.240074
10,10,100,43.8977,7.69508,51.2927,57.909,0.264593,0.2402
11,10,110,42.83763,7.705593,50.26538,53.18967,0.2646571,0.2403047
12,10,120,41.82102,7.715497,49.27937,49.17905,0.2647145,0.2403924
13,10,130,40.84545,7.72484,48.33249,45.72908,0.264766,0.240467
14,10,140,39.9087,7.733662,47.42266,42.73013,0.2648122,0.2405313
15,10,150,39.00871,7.742001,46.54794,40.09939,0.2648539,0.2405872
16,10,160,38.14352,7.749891,45.7065,37.77307,0.2648917,0.2406363
17,10,170,37.31132,7.757362,44.89661,35.70132,0.2649261,0.2406797
18,10,180,36.51039,7.764445,44.11666,33.84459,0.2649575,0.2407184
19,10,190,35.73914,7.771165,43.36514,32.17108,0.2649863,0.2407531
20,10,200,34.99607,7.777546,42.64063,30.65499,0.2650127,0.2407843
21,10,210,34.27976,7.783611,41.94179,29.27514,0.2650371,0.2408127
22,10,220,33.5889,7.78938,41.26737,28.01396,0.2650596,0.2408385
23,10,230,32.92225,7.794873,40.61618,26.85679,0.2650805,0.2408621
24,10,240,32.27863,7.800106,39.98713,25.79129,0.2650999,0.2408837
25,10,250,31.65696,7.805096,39.37915,24.80699,0.265118,0.2409036
26,10,260,31.0562,7.809858,38.79128,23.89495,0.2651349,0.240922
27,10,270,30.47538,7.814405,38.22257,23.0475,0.2651507,0.2409391
28,10,280,29.91358,7.818751,37.67217,22.25803,0.2651655,0.2409549
29,10,290,29.36995,7.822907,37.13925,21.52078,0.2651795,0.2409697
30,10,300,28.84367,7.826884,36.62302,20.83074,0.2651926,0.2409835
31,10,310,28.33397,7.830693,36.12275,20.18351,0.2652049,0.2409964
32,10,320,27.84014,7.834343,35.63776,19.57525,0.2652166,0.2410085
33,10,330,27.36148,7.837842,35.16737,19.00252,0.2652277,0.2410198
34,10,340,26.89735,7.8412,34.71099,18.46232,0.2652382,0.2410305
35,10,350,26.44715,7.844424,34.26801,17.95194,0.2652481,0.2410406
36,10,360,26.01028,7.84752,33.83788,17.46898,0.2652575,0.2410502
37,10,370,25.58621,7.850497,33.42008,17.0113,0.2652665,0.2410592
38,10,380,25.17441,7.853359,33.0141,16.57696,0.2652751,0.2410677
39,10,390,24.77439,7.856114,32.61948,16.16421,0.2652832,0.2410759
40,10,400,24.38569,7.858766,32.23575,15.7715,0.265291,0.2410836
41,10,410,24.00785,7.86132,31.86251,15.39739,0.2652984,0.2410909
42,10,420,23.64047,7.863782,31.49933,15.04059,0.2653055,0.2410979
43,10,430,23.28314,7.866155,31.14584,14.69994,0.2653123,0.2411046
44,10,440,22.93549,7.868445,30.80166,14.37435,0.2653189,0.2411109
45,10,450,22.59714,7.870655,30.46646,14.06286,0.2653251,0.241117
46,10,460,22.26776,7.872789,30.13989,13.76456,0.2653311,0.2411228
47,10,470,21.94701,7.874851,29.82165,13.47864,0.2653369,0.2411284
48,10,480,21.63459,7.876843,29.51142,13.20434,0.2653424,0.2411337
49,10,490,21.3302,7.87877,29.20892,12.94096,0.2653478,0.2411388
50,10,500,21.03355,7.880633,28.91388,12.68788,0.2653529,0.2411438
51,10,510,20.74438,7.882436,28.62604,12.44449,0.2653578,0.2411485
52,10,520,20.46242,7.884182,28.34514,12.21025,0.2653626,0.241153
53,10,530,20.18743,7.885873,28.07095,11.98465,0.2653672,0.2411574
54,10,540,19.91917,7.887511,27.80324,11.76723,0.2653717,0.2411616
55,10,550,19.65742,7.889098,27.54179,11.55755,0.2653759,0.2411657
56,10,560,19.40196,7.890638,27.28639,11.35519,0.2653801,0.2411696
57,10,570,19.15258,7.89213,27.03684,11.1598,0.2653841,0.2411734
58,10,580,18.90909,7.893579,26.79295,10.971,0.265388,0.241177
59,10,590,18.6713,7.894985,26.55454,10.78848,0.2653917,0.2411805
60,10,600,18.43903,7.89635,26.32143,10.61192,0.2653954,0.2411839
61,10,610,18.2121,7.897676,26.09345,10.44104,0.2653989,0.2411872
62,10,620,17.99035,7.898964,25.87045,10.27557,0.2654023,0.2411904
63,10,630,17.77361,7.900216,25.65226,10.11525,0.2654056,0.2411935
64,10,640,17.56174,7.901433,25.43874,9.959858,0.2654089,0.2411965
65,10,650,17.35459,7.902617,25.22975,9.809157,0.265412,0.2411994
66,10,660,17.15201,7.903769,25.02514,9.662943,0.265415,0.2412022
67,10,670,16.95387,7.904889,24.82479,9.521017,0.265418,0.2412049
68,10,680,16.76004,7.90598,24.62858,9.383194,0.2654208,0.2412076
69,10,690,16.57039,7.907041,24.43637,9.2493,0.2654236,0.2412102
70,10,700,16.38481,7.908076,24.24805,9.119167,0.2654263,0.2412127
71,10,710,16.20318,7.909083,24.06351,8.99264,0.265429,0.2412151
72,10,720,16.02538,7.910065,23.88264,8.869572,0.2654316,0.2412174
73,10,730,15.85131,7.911022,23.70534,8.749821,0.2654341,0.2412197
74,10,740,15.68086,7.911954,23.53151,8.633257,0.2654365,0.241222
75,10,750,15.51394,7.912864,23.36104,8.519753,0.2654389,0.2412241
76,10,760,15.35045,7.913752,23.19385,8.409191,0.2654412,0.2412263
77,10,770,15.19029,7.914617,23.02985,8.301458,0.2654434,0.2412283
78,10,780,15.03338,7.915462,22.86894,8.196446,0.2654457,0.2412303
79,10,790,14.87963,7.916287,22.71105,8.094054,0.2654478,0.2412323
80,10,800,14.72895,7.917092,22.55609,7.994186,0.2654499,0.2412342
81,10,810,14.58127,7.917879,22.40399,7.896748,0.265452,0.2412361
82,10,820,14.43652,7.918647,22.25467,7.801654,0.265454,0.2412379
83,10,830,14.2946,7.919397,22.10806,7.708819,0.2654559,0.2412397
84,10,840,14.15546,7.920131,21.96409,7.618165,0.2654578,0.2412414
85,10,850,14.01902,7.920848,21.82269,7.529615,0.2654597,0.2412431
86,10,860,13.88521,7.921548,21.68379,7.443098,0.2654615,0.2412447
87,10,870,13.75397,7.922234,21.54734,7.358543,0.2654633,0.2412463
88,10,880,13.62523,7.922904,21.41326,7.275885,0.265465,0.2412479
89,10,890,13.49894,7.92356,21.2815,7.195061,0.2654668,0.2412495
90,10,900,13.37504,7.924201,21.15201,7.11601,0.2654684,0.241251
91,10,910,13.25346,7.924829,21.02473,7.038676,0.2654701,0.2412524
92,10,920,13.13415,7.925443,20.8996,6.963001,0.2654717,0.2412539
93,10,930,13.01706,7.926045,20.77657,6.888935,0.2654732,0.2412553
94,10,940,12.90214,7.926634,20.65559,6.816425,0.2654748,0.2412567
95,10,950,12.78933,7.927211,20.53662,6.745424,0.2654763,0.241258
96,10,960,12.67859,7.927776,20.4196,6.675885,0.2654778,0.2412594
97,10,970,12.56987,7.92833,20.30449,6.607763,0.2654792,0.2412606
98,10,980,12.46312,7.928872,20.19124,6.541016,0.2654806,0.2412619
99,10,990,12.3583,7.929404,20.07982,6.475601,0.265482,0.2412632
100,10,1000,12.25536,7.929925,19.97018,6.411481,0.2654834,0.2412644
101,10,1010,12.15427,7.9304354,19.862272,6.3486159,0.26548471,0.24126558
102,10,1020,12.054978,7.9309363,19.756066,6.2869703,0.26548602,0.24126675
103,10,1030,11.957449,7.9314274,19.651522,6.2265088,0.26548731,0.2412679
104,10,1040,11.861643,7.9319091,19.548603,6.1671977,0.26548857,0.24126902
105,10,1050,11.767524,7.9323817,19.447271,6.1090045,0.26548981,0.24127013
106,10,1060,11.675055,7.9328453,19.347493,6.0518979,0.26549103,0.24127121
107,10,1070,11.5842,7.9333002,19.249235,5.9958477,0.26549222,0.24127228
108,10,1080,11.494926,7.9337467,19.152462,5.9408249,0.2654934,0.24127332
109,10,1090,11.407199,7.9341849,19.057143,5.8868017,0.26549455,0.24127435
110,10,1100,11.320986,7.9346151,18.963248,5.8337509,0.26549568,0.24127536
111,10,1110,11.236257,7.9350375,18.870745,5.7816466,0.2654968,0.24127634
112,10,1120,11.15298,7.9354523,18.779605,5.7304637,0.26549789,0.24127732
113,10,1130,11.071125,7.9358596,18.6898,5.6801781,0.26549897,0.24127827
114,10,1140,10.990664,7.9362597,18.601301,5.6307663,0.26550002,0.24127921
115,10,1150,10.911567,7.9366528,18.514082,5.5822057,0.26550106,0.24128013
116,10,1160,10.833808,7.9370389,18.428115,5.5344747,0.26550208,0.24128103
117,10,1170,10.75736,7.9374184,18.343376,5.4875521,0.26550309,0.24128192
118,10,1180,10.682196,7.9377913,18.259839,5.4414176,0.26550408,0.2412828
119,10,1190,10.608291,7.9381578,18.177481,5.3960515,0.26550505,0.24128366
120,10,1200,10.535621,7.938518,18.096276,5.3514348,0.265506,0.2412845
121,10,1210,10.46416,7.9388722,18.016203,5.3075492,0.26550695,0.24128533
122,10,1220,10.393886,7.9392205,17.937239,5.2643767,0.26550787,0.24128615
123,10,1230,10.324775,7.9395629,17.859361,5.2219002,0.26550878,0.24128696
124,10,1240,10.256805,7.9398997,17.782549,5.180103,0.26550968,0.24128775
125,10,1250,10.189954,7.940231,17.706781,5.1389689,0.26551056,0.24128853
126,10,1260,10.124202,7.9405568,17.632038,5.0984823,0.26551143,0.24128929
127,10,1270,10.059526,7.9408774,17.558299,5.0586282,0.26551229,0.24129005
128,10,1280,9.9959063,7.9411928,17.485546,5.0193916,0.26551313,0.24129079
129,10,1290,9.933324,7.9415032,17.41376,4.9807585,0.26551396,0.24129152
130,10,1300,9.8717591,7.9418087,17.342922,4.9427151,0.26551478,0.24129224
131,10,1310,9.8111929,7.9421093,17.273014,4.9052479,0.26551558,0.24129295
132,10,1320,9.7516069,7.9424053,17.204019,4.868344,0.26551638,0.24129365
133,10,1330,9.692983,7.9426966,17.135921,4.8319908,0.26551716,0.24129434
134,10,1340,9.6353038,7.9429834,17.068701,4.7961761,0.26551793,0.24129502
135,10,1350,9.578552,7.9432659,17.002345,4.7608879,0.26551869,0.24129568
136,10,1360,9.5227107,7.943544,16.936837,4.7261149,0.26551944,0.24129634
137,10,1370,9.4677637,7.9438179,16.87216,4.6918457,0.26552018,0.24129699
138,10,1380,9.4136948,7.9440877,16.808301,4.6580696,0.26552091,0.24129763
139,10,1390,9.3604884,7.9443535,16.745243,4.6247761,0.26552162,0.24129826
140,10,1400,9.3081291,7.9446153,16.682974,4.5919547,0.26552233,0.24129888
141,10,1410,9.256602,7.9448732,16.621478,4.5595957,0.26552303,0.24129949
142,10,1420,9.2058923,7.9451274,16.560743,4.5276892,0.26552372,0.24130009
143,10,1430,9.1559859,7.9453778,16.500754,4.4962259,0.2655244,0.24130069
144,10,1440,9.1068685,7.9456246,16.441499,4.4651967,0.26552506,0.24130128
145,10,1450,9.0585266,7.9458679,16.382965,4.4345926,0.26552572,0.24130185
146,10,1460,9.0109466,7.9461077,16.325139,4.4044049,0.26552638,0.24130242
147,10,1470,8.9641155,7.946344,16.26801,4.3746252,0.26552702,0.24130299
148,10,1480,8.9180203,7.9465771,16.211564,4.3452454,0.26552765,0.24130354
149,10,1490,8.8726484,7.9468068,16.155791,4.3162574,0.26552828,0.24130409
150,10,1500,8.8279876,7.9470333,16.10068,4.2876535,0.2655289,0.24130463
151,10,1510,8.7840258,7.9472568,16.046218,4.259426,0.26552951,0.24130516
152,10,1520,8.740751,7.9474771,15.992396,4.2315677,0.26553011,0.24130569
153,10,1530,8.6981519,7.9476944,15.939202,4.2040713,0.2655307,0.24130621
154,10,1540,8.6562169,7.9479087,15.886625,4.1769299,0.26553129,0.24130672
155,10,1550,8.6149351,7.9481201,15.834657,4.1501365,0.26553187,0.24130723
156,10,1560,8.5742954,7.9483287,15.783286,4.1236846,0.26553244,0.24130773
157,10,1570,8.5342873,7.9485345,15.732503,4.0975678,0.26553301,0.24130822
158,10,1580,8.4949002,7.9487375,15.682299,4.0717796,0.26553357,0.24130871
159,10,1590,8.456124,7.9489378,15.632663,4.046314,0.26553412,0.24130919
160,10,1600,8.4179485,7.9491356,15.583587,4.0211649,0.26553466,0.24130966
161,10,1610,8.380364,7.9493307,15.535062,3.9963264,0.2655352,0.24131013
162,10,1620,8.3433607,7.9495232,15.487079,3.9717929,0.26553573,0.24131059
163,10,1630,8.3069293,7.9497133,15.43963,3.9475589,0.26553626,0.24131105
164,10,1640,8.2710603,7.949901,15.392705,3.9236187,0.26553678,0.2413115
165,10,1650,8.2357448,7.9500862,15.346297,3.8999672,0.26553729,0.24131195
166,10,1660,8.2009737,7.9502691,15.300398,3.8765992,0.26553779,0.24131239
167,10,1670,8.1667383,7.9504496,15.254999,3.8535096,0.26553829,0.24131283
168,10,1680,8.13303,7.9506279,15.210093,3.8306935,0.26553879,0.24131326
169,10,1690,8.0998404,7.950804,15.165672,3.808146,0.26553928,0.24131368
170,10,1700,8.0671612,7.9509778,15.12173,3.7858625,0.26553976,0.2413141
171,10,1710,8.0349842,7.9511495,15.078257,3.7638384,0.26554024,0.24131452
172,10,1720,8.0033015,7.9513191,15.035248,3.742069,0.26554071,0.24131493
173,10,1730,7.9721052,7.9514866,14.992695,3.7205502,0.26554118,0.24131533
174,10,1740,7.9413878,7.9516521,14.950592,3.6992775,0.26554164,0.24131574
175,10,1750,7.9111415,7.9518156,14.908931,3.6782468,0.2655421,0.24131613
176,10,1760,7.8813591,7.9519771,14.867706,3.6574541,0.26554255,0.24131652
177,10,1770,7.8520332,7.9521366,14.826911,3.6368951,0.265543,0.24131691
178,10,1780,7.8231567,7.9522943,14.786539,3.6165662,0.26554344,0.2413173
179,10,1790,7.7947226,7.95245,14.746584,3.5964634,0.26554387,0.24131767
180,10,1800,7.766724,7.952604,14.707039,3.576583,0.26554431,0.24131805
181,10,1810,7.7391541,7.9527561,14.6679,3.5569213,0.26554473,0.24131842
182,10,1820,7.7120063,7.9529065,14.629159,3.5374748,0.26554516,0.24131879
183,10,1830,7.6852741,7.9530551,14.590811,3.51824,0.26554557,0.24131915
184,10,1840,7.658951,7.953202,14.552851,3.4992133,0.26554599,0.24131951
185,10,1850,7.6330308,7.9533471,14.515272,3.4803915,0.2655464,0.24131986
186,10,1860,7.6075071,7.9534907,14.47807,3.4617713,0.2655468,0.24132021
187,10,1870,7.5823741,7.9536326,14.441239,3.4433495,0.2655472,0.24132056
188,10,1880,7.5576256,7.9537729,14.404774,3.4251229,0.2655476,0.2413209
189,10,1890,7.5332559,7.9539116,14.368669,3.4070884,0.26554799,0.24132124
190,10,1900,7.509259,7.9540487,14.33292,3.389243,0.26554838,0.24132158
191,10,1910,7.4856294,7.9541843,14.297521,3.3715839,0.26554876,0.24132191
192,10,1920,7.4623614,7.9543184,14.262468,3.354108,0.26554914,0.24132224
193,10,1930,7.4394496,7.9544511,14.227756,3.3368126,0.26554952,0.24132257
194,10,1940,7.4168886,7.9545822,14.19338,3.3196948,0.26554989,0.24132289
195,10,1950,7.394673,7.954712,14.159336,3.302752,0.26555026,0.24132321
196,10,1960,7.3727977,7.9548403,14.125618,3.2859815,0.26555063,0.24132353
197,10,1970,7.3512576,7.9549672,14.092223,3.2693807,0.26555099,0.24132384
198,10,1980,7.3300475,7.9550927,14.059146,3.2529471,0.26555135,0.24132415
199,10,1990,7.3091625,7.9552169,14.026383,3.236678,0.2655517,0.24132446
200,10,2000,7.2885977,7.9553398,13.993929,3.2205712,0.26555205,0.24132476
201,11,10,55.86869,7.563373,62.84276,253.4302,0.2928755,0.2574073
202,11,20,54.28194,7.582208,61.31733,186.3968,0.2912051,0.2598993
203,11,30,52.7682,7.599783,59.86051,146.294,0.2907465,0.2612979
204,11,40,51.32337,7.616201,58.46857,120.0395,0.2906549,0.2621656
205,11,50,49.94353,7.631555,57.13794,101.6368,0.2906859,0.2627485
206,11,60,48.625,7.64593,55.86525,88.064,0.290758,0.2631641
207,11,70,47.36432,7.659402,54.64732,77.65752,0.2908411,0.2634741
208,11,80,46.15821,7.672043,53.48113,69.43312,0.2909236,0.2637137
209,11,90,45.00361,7.683917,52.36383,62.77363,0.2910012,0.2639041
210,11,100,43.89765,7.695082,51.29275,57.27339,0.2910725,0.2640588
211,11,110,42.83763,7.705593,50.26538,52.65519,0.2911373,0.264187
212,11,120,41.82102,7.715497,49.27937,48.72336,0.2911962,0.2642948
213,11,130,40.84545,7.72484,48.33249,45.33594,0.2912495,0.2643867
214,11,140,39.9087,7.733662,47.42266,42.38748,0.2912978,0.264466
